연번,품명,HS부호,품명번호,표준품명_한글,표준품명_영문,규격번호,규격순번,필수규격_한글,필수규격_영문,규격값,세부분류내용,비고,시작일자,만료일자,용도구분
542,기계적 가공이나 표면을 피복하지 않은 것,4411941000,1,기계적 가공이나 표면을 피복하지 않은 것,Not mechanically worked or surface covered,1,1,,,1, 섬유판(1세제곱센티미터당 밀도가 0.8그램을 초과하는 것만 해당한다),,2017-02-24,2023-12-31,FTA세율
543,기타,4411949000,1,기타,Other,1,1,,,1, 섬유판(1세제곱센티미터당 밀도가 0.8그램을 초과하는 것만 해당한다),,2017-02-24,2023-12-31,FTA세율
544,두께가 6밀리미터 미만인 것,4412101010,1,두께가 6밀리미터 미만인 것,Of a thickness less than 6 mm,1,1,,,1, 기타,,2017-02-24,2023-12-31,FTA세율
545,두께가 6밀리미터 이상인 것,4412101020,1,두께가 6밀리미터 이상인 것,Of a thickness not less than 6 mm,1,1,,,1, 두께가 6밀리미터 이상 12밀리미터 미만인 것,,2017-02-24,2023-12-31,FTA세율
546,마루판,4412102000,1,마루판,Floor board,1,1,,,1, 적어도 한개의 플라이가 이류의 국내주 제1호의 열대산 목재의 것과 적어도 한층은 파티클보드(particle board)로 된것을 제외한 기타의 것에 한한다),,2017-02-24,2023-12-31,FTA세율
547,각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것,4412109010,1,각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것,"Of a whole thickness not less than 6 mm, with each ply not exceeding 6 mm thickness",1,1,,,1, 베니어패널 기타 이와 유사한 적층 목재,,2017-02-24,2023-12-31,FTA세율
548,기타,4412109090,1,기타,Other,1,1,,,1, 베니어패널 기타 이와 유사한 적층 목재,,2017-02-24,2023-12-31,FTA세율
549,두께가 3.2밀리미터 미만인 것,4412311000,1,두께가 3.2밀리미터 미만인 것,Of a thickness less than 3.2 mm,1,1,,,1, 적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것,,2017-02-24,2023-12-31,FTA세율
550,기타,4412314019,1,기타,Other,1,1,,,1, 적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것,,2017-02-24,2023-12-31,FTA세율
551,기타,4412314029,1,기타,Other,1,1,,,1, 적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것,,2017-02-24,2023-12-31,FTA세율
552,기타,4412315090,1,기타,Other,1,1,,,1, 적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것,,2017-02-24,2023-12-31,FTA세율
553,기타,4412316090,1,기타,Other,1,1,,,1, 적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것,,2017-02-24,2023-12-31,FTA세율
554,기타,4412317090,1,기타,Other,1,1,,,1, 적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것,,2017-02-24,2023-12-31,FTA세율
555,대나무로 만든 것,4418910000,1,대나무로 만든 것,Of bamboo,1,1,,,1, 셀룰러우드패널,,2017-02-24,2023-12-31,FTA세율
556,기타,4419190000,1,기타,Other,1,1,,,1, 대접(공기),,2017-02-24,2023-12-31,FTA세율
557,파티클보드의 것,4419903000,1,파티클보드의 것,Of particle board,,,,,,,,2017-02-03,2023-12-31,기타세번
558,사다리 및 계단,4421999000,1,사다리 및 계단,ladders and steps,,,,,,,,2017-02-03,2023-12-31,기타세번
559,전기절연지와 판지,4804190000,1,전기절연지와 판지,Electric insulating paper and paper board,,,,,,,,2014-12-02,2023-12-31,기타세번
560,전기절연지와 판지,4804290000,1,전기절연지와 판지,Electric insulating paper and paper board,,,,,,,,2014-12-02,2023-12-31,기타세번
561,종이스티커,4811490000,1,종이스티커,Paper sticker,,,,,,,,2014-12-02,2023-12-31,기타세번
562,면의 함유량이 전중량의 100분의 60이상 100분의 85미,5204190000,1,면의 함유량이 전중량의 100분의 60이상 100분의 85미,Containing less than 85% but not less than 60 % by weight of cottonl,,,,,,,,2014-12-02,2023-12-31,기타세번
563,카드 또는 코움한것,5305001000,1,카드 또는 코움한것,Carded or combed,,,,,,,,2014-12-02,2023-12-31,기타세번
564,카드 또는 코움한것,5305002000,1,카드 또는 코움한것,Carded or combed,,,,,,,,2014-12-02,2023-12-31,기타세번
565,카드 또는 코움한것,5305003000,1,카드 또는 코움한것,Carded or combed,,,,,,,,2014-12-02,2023-12-31,기타세번
566,카드 또는 코움한것,5305009000,1,카드 또는 코움한것,Carded or combed,,,,,,,,2014-12-02,2023-12-31,기타세번
567,지사,5308909000,1,지사,Paper yarn,,,,,,,,2014-12-02,2023-12-31,기타세번
568,탄성사,5402440000,1,탄성사,Elastomeric,1,1,체형,shape,1, 나이론 또는 기타 폴리아미드의 것,,2022-01-02,2023-12-31,FTA세율
569,탄성사,5404110000,1,탄성사,Elastomeric,1,1,체형,shape,1, 폴리우레탄의 것,,2022-01-02,2023-12-31,FTA세율
570,합성필라멘트사,5406001000,1,합성필라멘트사,Synthetic filament yarn,1,1,체형,shape,1, 텍스처드한 폴리에스테르의 것,,2022-01-02,2023-12-31,FTA세율
571,염색한 것,5515119000,1,염색한 것,Dyed,,,,,,,,2013-09-23,2023-12-31,기타세번
572,워딩,5601210000,1,워딩,Wadding,,,,,,,,2014-12-02,2023-12-31,기타세번
573,워딩,5601220000,1,워딩,Wadding,,,,,,,,2014-12-02,2023-12-31,기타세번
574,워딩,5601290000,1,워딩,Wadding,,,,,,,,2014-12-02,2023-12-31,기타세번
575,MB필터,5603121000,1,MB필터,Melt-Blown,,,,,,,,2020-03-18,2023-12-31,기타세번
576,MB필터,5603129000,1,MB필터,Melt-Blown,,,,,,,,2020-03-18,2023-12-31,기타세번
577,MB필터,5603920000,1,MB필터,Melt-Blown,,,,,,,,2020-03-18,2023-12-31,기타세번
578,예인용,5607290000,1,예인용,For towing,,,,,,,,2014-12-02,2023-12-31,기타세번
579,예인용,5607490000,1,예인용,For towing,,,,,,,,2013-09-23,2023-12-31,기타세번
580,전기식의 것,5701100000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
581,인조섬유제의 것,5701900000,1,인조섬유제의 것,Of man-made textile materials,,,,,,,,2014-12-02,2023-12-31,기타세번
582,전기식의 것,5702100000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
583,전기식의 것,5702200000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
584,전기식의 것,5702310000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
585,전기식의 것,5702320000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
586,면제의 것,5702390000,1,면제의 것,Of cotton,,,,,,,,2014-12-02,2023-12-31,기타세번
587,전기식의 것,5702410000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
588,전기식의 것,5702420000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
589,면제의 것,5702490000,1,면제의 것,Of cotton,,,,,,,,2014-12-02,2023-12-31,기타세번
590,면제의 것,5702500000,1,면제의 것,Of cotton,,,,,,,,2014-12-02,2023-12-31,기타세번
591,전기식의 것,5702910000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
592,전기식의 것,5702920000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
593,면제의 것,5702990000,1,면제의 것,Of cotton,,,,,,,,2014-12-02,2023-12-31,기타세번
594,전기식의 것,5703100000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
595,면제의 것,5703900000,1,면제의 것,Of cotton,,,,,,,,2013-09-23,2023-12-31,기타세번
596,전기식의 것,5704100000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
597,고무나 플라스텍을 하면에 보강한 것,5704900000,1,고무나 플라스텍을 하면에 보강한 것,Textile floor backed or impregnated on the underside with rubber or plastic,,,,,,,,2014-12-02,2023-12-31,기타세번
598,접착 파일 양탄자,5705000000,1,접착 파일 양탄자,Bonded pile carpets,,,,,,,,2014-12-02,2023-12-31,기타세번
599,거즈[제5806호에 해당하는 세폭(細幅)직물은 제외한다,5803000000,1,거즈[제5806호에 해당하는 세폭(細幅)직물은 제외한다,"Gauze, other than narrow fabrics of heading 58.06.",1,1,체형,shape,1, 면제인 것,,2022-01-02,2023-12-31,FTA세율
600,아플리케 가공한 것,5810990000,1,아플리케 가공한 것,Of applique work,,,,,,,,2014-12-02,2023-12-31,기타세번
601,폴리에틸렌의 것,5903900000,1,폴리에틸렌의 것,Of polyethylene,,,,,,,,2014-12-02,2023-12-31,기타세번
602,고무를 침투·도포·피복 또는 적층한 직물(浸漬한 직,5906990000,1,고무를 침투·도포·피복 또는 적층한 직물(浸漬한 직,"Textile fabrics impregnated, coated, covered or laminated with rubber",,,,,,,,2014-12-02,2023-12-31,기타세번
603,중공사 고정 필터,5911900000,1,중공사 고정 필터,Hollow fiber menbrane,,,,,,,,2014-12-02,2023-12-31,기타세번
604,싱글리트,6109109000,1,싱글리트,Singlets,,,,,,,,2013-09-23,2023-12-31,기타세번
605,싱글리트,6109901090,1,싱글리트,Singlets,,,,,,,,2014-12-02,2023-12-31,기타세번
606,싱글리트,6109903090,1,싱글리트,Singlets,,,,,,,,2013-09-23,2023-12-31,기타세번
607,싱글리트,6109909090,1,싱글리트,Singlets,,,,,,,,2013-09-23,2023-12-31,기타세번
608,단계압박 양말류(예: 정맥류 치료용 스타킹),6115100000,1,단계압박 양말류(예: 정맥류 치료용 스타킹),"Graduated compression hosiery (for example, stockings for varicose veins)",1,1,,,1," 양모제, 동물의 부드러운 털제, 면제, 합성섬유제의 것",,2017-02-24,2023-12-31,FTA세율
609,면제의 앞치마,6211429000,1,면제의 앞치마,Wooven apron of 100% cotton,,,,,,,,2013-09-23,2023-12-31,기타세번
610,"코르셋, 코르셋벨트",6212900000,1,"코르셋, 코르셋벨트",Corsets and corset-belts,,,,,,,,2013-09-23,2023-12-31,기타세번
611,그 밖의 방직용 섬유로 만든 것,6213900000,1,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1,1,체형,shape,1,- 견 또는 견 웨이스트(waste)인 것,,2022-01-02,2023-12-31,FTA세율
612,"타월(손, 얼굴용, 목욕탕용, 해수욕용)",6302600000,1,"타월(손, 얼굴용, 목욕탕용, 해수욕용)","Hand or face towels, bath towels, beach towels",,,,,,,,2014-12-02,2023-12-31,기타세번
613,"기, 페난트류",6307909000,1,"기, 페난트류","Flags, pennants and banners",,,,,,,,2014-12-02,2023-12-31,기타세번
614,스노우부츠,6401999000,1,스노우부츠,Snow-boots,,,,,,,,2014-12-02,2023-12-31,기타세번
615,골프화,6402190000,1,골프화,Golf shoes,,,,,,,,2013-09-23,2023-12-31,기타세번
616,샌들이나 이와 유사 신발로 단일체로 제조된것,6402991000,1,샌들이나 이와 유사 신발로 단일체로 제조된것,"Sandals or similar footwear, produced in one piece by moulding",1,1,체형,shape,1,- 보호용 금속 토캡(toe-cap)을 넣은 것,,2022-01-02,2023-12-31,FTA세율
617,골프화,6403190000,1,골프화,Golf shoes,,,,,,,,2013-09-23,2023-12-31,기타세번
618,기타,6505009090,1,기타,Other,1,1,체형,shape,1,"- 펠트(felt)제의 모자[제6501호의 모체 또는 플래토우(plateaux)로 만든 것만 해당하며, 안을 댄 것 또는 ",,2022-01-02,2023-12-31,FTA세율
619,연석(Curbstones),6801000000,1,연석(Curbstones),Curbstones of natural stone,,,,,,,,2022-08-03,2023-12-31,기타세번
620,천장 및 벽용의 그물 또는 외,6810999000,1,천장 및 벽용의 그물 또는 외,Ceiling or wall mesh or lath,,,,,,,,2014-12-02,2023-12-31,기타세번
621,코드·플레이트·패드,6812990000,1,코드·플레이트·패드,"Cords, plaits, pad",,,,,,,,2013-09-23,2023-12-31,기타세번
622,수분흡수계수가 중량기준으로 100분의 0.5 이하인 것,6907210000,1,수분흡수계수가 중량기준으로 100분의 0.5 이하인 것,Of a water absorption coefficient by weight not exceeding 0.5 %,1,1,,,1,유약처리를 하지 않은 것(자기제의 것)으로 타일ㆍ큐브와 이와 유사한 물품(직사각형인지에 상관없으며 최대 표면적이 한 변이 7센티미터 미만인 정사각형의 면적 이내로 한정한다),,2022-11-07,2099-12-31,FTA세율
623,수분흡수계수가 중량기준으로 100분의 0.5 초과 100분의 3 이하인 것,6907221000,1,수분흡수계수가 중량기준으로 100분의 0.5 초과 100분의 3 이하인 것,Of a water absorption coefficient by weight exceeding 0.5 % but not exceeding 3 %,1,1,,,1,유약처리를 하지 않은 것(자기제의 것)으로 타일ㆍ큐브와 이와 유사한 물품(직사각형인지에 상관없으며 최대 표면적이 한 변이 7센티미터 미만인 정사각형의 면적 이내로 한정한다),,2022-11-07,2099-12-31,FTA세율
624,기타,6907229000,1,기타,Other,1,1,,,1, 유약처리를 하지 않은 것(자기제 이외의 것),,2017-02-24,2023-12-31,FTA세율
625,수분흡수계수가 중량기준으로 100분의 10 초과인 것,6907230000,1,수분흡수계수가 중량기준으로 100분의 10 초과인 것,Of a water absorption coefficient by weight exceeding 10 %,1,1,,,1, 유약처리를 하지 않은 것(자기제 이외의 것),,2017-02-24,2023-12-31,FTA세율
626,자기제의 것,6907301000,1,자기제의 것,Of porcelain or china,1,1,,,1, 유약처리를 하지 않은 것,,2017-02-24,2023-12-31,FTA세율
627,기타,6907309000,1,기타,Other,1,1,,,1, 유약처리를 하지 않은 것,,2017-02-24,2023-12-31,FTA세율
628,자기제의 것,6907401000,1,자기제의 것,Of porcelain or china,1,1,,,1, 유약처리를 하지 않은 것,,2017-02-24,2023-12-31,FTA세율
629,기타,6907409000,1,기타,Other,1,1,,,1, 유약처리를 하지 않은 것,,2017-02-24,2023-12-31,FTA세율
630,페라이트 쉬트,6909190000,1,페라이트 쉬트,Ferrite sheet,,,,,,,,2014-12-02,2023-12-31,기타세번
631,컵,6911109000,1,컵,Cups,,,,,,,,2013-09-23,2023-12-31,기타세번
632,컵,6912001090,1,컵,Cups,,,,,,,,2013-09-23,2023-12-31,기타세번
633,두께가 4밀리미터 이하인 것,7005101010,1,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness,1,1,체형,shape,1,- 두께 2밀리미터 이하의 것,,2022-01-02,2023-12-31,FTA세율
634,두께가 4밀리미터 이하인 것,7005102010,1,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness,1,1,체형,shape,1,- 두께 2밀리미터 이하의 것,,2022-01-02,2023-12-31,FTA세율
635,두께가 4밀리미터 이하인 것,7005109010,1,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness,1,1,체형,shape,1,- 두께 2밀리미터 이하의 것,,2022-01-02,2023-12-31,FTA세율
636,액정디스플레이용의 것,7007191000,1,액정디스플레이용의 것,For LCD,,,,,,,,2014-12-02,2023-12-31,기타세번
637,액정디스플레이용의 것,7007291000,1,액정디스플레이용의 것,For LCD,,,,,,,,2014-12-02,2023-12-31,기타세번
638,기타,7020001090,1,기타,Other,1,1,체형,shape,1, 진공플라스크(flask) 또는 기타의 진공용기에 사용되는 유리제의 내장재,,2022-01-02,2023-12-31,FTA세율
639,기타,7020009000,1,기타,Other,1,1,체형,shape,1, 진공플라스크(flask) 또는 기타의 진공용기에 사용되는 유리제의 내장재,,2022-01-02,2023-12-31,FTA세율
640,페로실리코마스네슘,7202999000,1,페로실리코마스네슘,Ferro-silico-magnesium,,,,,,,,2014-12-02,2023-12-31,기타세번
641,알루미늄강의 것,7204290000,1,알루미늄강의 것,Of aluminium steal,,,,,,,,2013-09-23,2023-12-31,기타세번
642,클래드한것,7210909000,1,클래드한것,Of flat-rolled products clad,,,,,,,,2014-12-02,2023-12-31,기타세번
643,H sections,7216103000,1,에이치(H)형강,H sections,,,,,,,,2018-08-01,2023-12-31,유통이력
644,H sections(Less than 300mm in height),7216333000,1,에이치(H)형강,H sections(Less than 300mm in height),,,,,,,,2018-08-01,2023-12-31,유통이력
645,H sections(300mm or more but not more than 600mm in height),7216334000,1,에이치(H)형강,H sections(300mm or more but not more than 600mm in height),,,,,,,,2018-08-01,2023-12-31,유통이력
646,H sections(More than 600mm in height),7216335000,1,에이치(H)형강,H sections(More than 600mm in height),,,,,,,,2018-08-01,2023-12-31,유통이력
647,H sections(Containing by weight 0.0008% or more of boron),7228701010,1,에이치(H)형강,H sections(Containing by weight 0.0008% or more of boron),,,,,,,,2018-08-01,2023-12-31,유통이력
648,H sections(Other),7228701090,1,에이치(H)형강,H sections(Other),,,,,,,,2018-08-01,2023-12-31,유통이력
649,플랜지(Flange),7307210000,1,플랜지(flange),Stainless Steel Flanges,,,,,,,,2021-02-01,2023-12-31,유통이력
650,플랜지(Flange),7307910000,1,플랜지(flange),Steel Flanges,,,,,,,,2021-02-01,2023-12-31,유통이력
651,광산의 갱구프레임과 상부 구조물,7308909000,1,광산의 갱구프레임과 상부 구조물,Pit head frames and superstructures,,,,,,,,2014-12-02,2023-12-31,기타세번
652,기타(고체연료용 기구를 포함한다),7321190000,1,기타(고체연료용 기구를 포함한다),"Other, including appliances for solid fuel",1,1,체형,shape,1, 가스연료용인 것 또는 가스와 기타 연료겸용인 것,,2022-01-02,2023-12-31,FTA세율
653,기타(고체연료용 기구를 포함한다),7321890000,1,기타(고체연료용 기구를 포함한다),"Other, including appliances for solid fuel",1,1,체형,shape,1, 가스연료용인 것 또는 가스와 기타 연료겸용인 것,,2022-01-02,2023-12-31,FTA세율
654,비가단주철(非可鍛鑄鐵)로 만든 것,7325100000,1,맨홀뚜껑(비가단주철로 만든 것),Manhole cover of non-malleable cast iron,,,,,,,,2021-08-01,2023-12-31,유통이력
655,주철로 만든 것,7325991000,1,맨홀뚜껑(주철로 만든 것),Manhole cover of cast iron,,,,,,,,2021-08-01,2023-12-31,유통이력
656,단단한 관이나 탭 등에 플렉시블 튜빙 또는 호스를 부,7326909000,1,단단한 관이나 탭 등에 플렉시블 튜빙 또는 호스를 부,"clamping or tightening bands or collars  used for clamping flexible tubing or hose to rigid piping, ",,,,,,,,2014-12-02,2023-12-31,기타세번
657,알루미늄 청동,7403299000,1,알루미늄 청동,Of aluminium-bronze base alloys,,,,,,,,2014-12-02,2023-12-31,기타세번
658,알루미늄 청동,7407299000,1,알루미늄 청동,Of aluminium-bronze base alloys,,,,,,,,2014-12-02,2023-12-31,기타세번
659,알루미늄 청동,7408299000,1,알루미늄 청동,Of aluminium-bronze base alloys,,,,,,,,2014-12-02,2023-12-31,기타세번
660,기타 가정용 물품,7418109030,1,기타 가정용 물품,Other household articles,1,1,품종,type,1, 난로(비전기식인 것만 해당한다),,2022-01-02,2023-12-31,FTA세율
661,기타,7418109099,1,기타,Other,1,1,체형,shape,1, 조리용 기구 및 가열기구인 것(비전기식인 것만 해당한다),,2022-01-02,2023-12-31,FTA세율
662,잉곳,7502109000,1,잉곳,Ingots,,,,,,,,2014-12-02,2023-12-31,기타세번
663,액상,7601209000,1,액상,Liquid state,,,,,,,,2014-12-02,2023-12-31,기타세번
664,연-안티몬-주석합금,7801992090,1,연-안티몬-주석합금,Lead-antimony-tin alloys,,,,,,,,2014-12-02,2023-12-31,기타세번
665,관(管)과 관(管) 연결구류[예: 커플링(coupling)ㆍ엘보(elbow)ㆍ슬리브(sleeve)],7806004000,1,관(管)과 관(管) 연결구류[예: 커플링(coupling)ㆍ엘보(elbow)ㆍ슬리브(sleeve)],"Tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",1,1,,,1, 관(管),,2017-02-24,2023-12-31,FTA세율
666,아연드로소,7901209000,1,아연드로소,Zinc Dross,,,,,,,,2014-12-02,2023-12-31,기타세번
667,진공관의 필라멘트,8101999000,1,진공관의 필라멘트,Filament for radio valves,,,,,,,,2014-12-02,2023-12-31,기타세번
668,전자관의 그리드,8102990000,1,전자관의 그리드,Grids of electronic valves,,,,,,,,2014-12-02,2023-12-31,기타세번
669,"프로파일, 판",8104909000,1,"프로파일, 판","profiles, plates",,,,,,,,2014-12-02,2023-12-31,기타세번
670,잉곳,8105900000,1,잉곳,Ingots,,,,,,,,2014-12-02,2023-12-31,기타세번
671,스폰지,8108909000,1,스폰지,Sponges,,,,,,,,2014-12-02,2023-12-31,기타세번
672,베어링 합금 제조용,8110900000,1,베어링 합금 제조용,For the manufacture of bearing alloys,,,,,,,,2014-12-02,2023-12-31,기타세번
673,"파종기, 채종기, 묘목이식에 쓰는 구멍파는 도구 흙손",8201909000,1,"파종기, 채종기, 묘목이식에 쓰는 구멍파는 도구 흙손","Planters, seeders, dibbers, trowels and transplanters",,,,,,,,2014-12-02,2023-12-31,기타세번
674,석재용의 것,8202109000,1,석재용의 것,For stone,,,,,,,,2014-12-02,2023-12-31,기타세번
675,전기가열 니퍼,8203209000,1,전기가열 니퍼,Electronical heat nipper,,,,,,,,2014-12-02,2023-12-31,기타세번
676,대장장이용 공구,8205599000,1,대장장이용 공구,Smiths' tools,,,,,,,,2014-12-02,2023-12-31,기타세번
677,가죽의 페어링 또는 표면트리밍용 기계의 날과 나이프,8208900000,1,가죽의 페어링 또는 표면트리밍용 기계의 날과 나이프,Blades and knives for machines used in paring or trimming the surface of leather,,,,,,,,2013-09-23,2023-12-31,기타세번
678,텅스텐 카바이드로 만든 것으로 감마코팅 처리된 것,8209001010,1,텅스텐 카바이드로 만든 것으로 감마코팅 처리된 것,"Of tungsten carbide, treated with gamma coating",1,1,,,1, 감마코팅 처리된 것,,2017-02-24,2023-12-31,FTA세율
679,민서와 매셔,8210008000,1,민서와 매셔,Mincers and mashers,,,,,,,,2014-12-02,2023-12-31,기타세번
680,날과 함께 제시된 플라스틱 안전면도기,8212900000,1,날과 함께 제시된 플라스틱 안전면도기,Plastic safety razors presented with their blades,,,,,,,,2014-12-02,2023-12-31,기타세번
681,소형의 접는 가위,8213009000,1,소형의 접는 가위,Small folding scissors,,,,,,,,2014-12-02,2023-12-31,기타세번
682,종이용 칼,8214109000,1,종이용 칼,Paper knives,,,,,,,,2014-12-02,2023-12-31,기타세번
683,각부 보호용 스터드,8302420000,1,각부 보호용 스터드,Protective studs,,,,,,,,2014-12-02,2023-12-31,기타세번
684,스트롱박스,8303009000,1,스트롱박스,Armoued or reinforced strong-boxes,,,,,,,,2014-12-02,2023-12-31,기타세번
685,황동제의 것,8306290000,1,황동제의 것,Of brass,,,,,,,,2014-12-02,2023-12-31,기타세번
686,기타,8405109000,1,기타,Other,1,1,,,1, 아세틸렌가스 발생기,,2017-02-24,2023-12-31,FTA세율
687,기타,8405909000,1,기타,Other,1,1,,,1, 아세틸렌가스 발생기의 것,,2017-02-24,2023-12-31,FTA세율
688,자동차의 것,8407349000,1,자동차의 것,For motorcars,,,,,,,,2014-12-02,2023-12-31,기타세번
689,농업기계용의 것,8407909000,1,농업기계용의 것,For agricultural machines,,,,,,,,2014-12-02,2023-12-31,기타세번
690,농업기계용,8408909090,1,농업기계용,For agricultural machines,,,,,,,,2014-12-02,2023-12-31,기타세번
691,기관차용의 것,8411819090,1,기관차용의 것,For locomotives,,,,,,,,2014-12-02,2023-12-31,기타세번
692,기관차용의 것,8411829090,1,기관차용의 것,For locomotives,,,,,,,,2014-12-02,2023-12-31,기타세번
693,기관차용의 것,8411999000,1,기관차용의 것,For locomotives,,,,,,,,2014-12-02,2023-12-31,기타세번
694,항공기의 것,8412101000,1,항공기의 것,For aircraft,1,1,,,1, 램제트나 펄스제트 엔진,,2017-02-24,2023-12-31,FTA세율
695,뉴매틱 밸브시동기,8412390000,1,뉴매틱 밸브시동기,Pneumatic valve actuators,,,,,,,,2014-12-02,2023-12-31,기타세번
696,풍력엔진(풍차),8412800000,1,풍력엔진(풍차),Wind engines (windmills),,,,,,,,2014-12-02,2023-12-31,기타세번
697,압축공기식 엔진과 모터의 것,8412909000,1,압축공기식 엔진과 모터의 것,Of pneumatic power engines and motors,,,,,,,,2014-12-02,2023-12-31,기타세번
698,제87류에 해당하는 차량용,8413304000,1,제87류에 해당하는 차량용,For vehicles falling within Chapter 87,1,1,,,1," 왕복운동 타입, 원심력 타입 및 로터리 타입의 것을 제외한 것",,2017-02-24,2023-12-31,FTA세율
699,반도체 제조용 기기의 것(도달진공도가 9×10-³토르 미만인 것은 제외한다),8414109010,1,반도체 제조용 기기의 것(도달진공도가 9×10-³토르 미만인 것은 제외한다),For machines and mechanical appliances for making semiconductor devices(other than those of an ultimate vacuum less than 9¡¿10-?øTorr),1,1,,,1, 도달진공도가 9×10³토르 이상인 것,,2017-02-24,2023-12-31,FTA세율
700,광산·가옥·사일로·선박의 환기용,8414599000,1,광산·가옥·사일로·선박의 환기용,"For ventilating mines and premises of all kinds, silos, ships",,,,,,,,2014-12-02,2023-12-31,기타세번
701,요리용 후드,8414609000,1,요리용 후드,Cooker hoods,,,,,,,,2014-12-02,2023-12-31,기타세번
702,사용동력이 11킬로와트 이상인 것,8415101020,1,사용동력이 11킬로와트 이상인 것,Of a power not less than 11 kW,1,1,,,1, 일체형,,2017-02-24,2023-12-31,FTA세율
703,체스트,8418509000,1,체스트,Chests,,,,,,,,2014-12-02,2023-12-31,기타세번
704,브리지 크레인,8426190000,1,브리지 크레인,Bridge cranes,,,,,,,,2014-12-02,2023-12-31,기타세번
705,기타,8435109000,1,기타,Other,1,1,,,1, 과실주스 제조용 균질기,,2017-02-24,2023-12-31,FTA세율
706,기타,8443911090,1,기타,Other,1,1,,,1, 연속번호기,,2017-02-24,2023-12-31,FTA세율
707,기타,8443999000,1,기타,Other,1,1,품종,type,1,자동급지기,,2022-01-02,2023-12-31,FTA세율
708,광자빔 방식으로 하는것,8456121000,1,광자빔 방식으로 하는것,Operated by photon beam processes,,,,,,,,2017-02-03,2023-12-31,기타세번
709,광자빔 방식으로 하는것,8456129000,1,광자빔 방식으로 하는것,Operated by photon beam processes,,,,,,,,2017-02-03,2023-12-31,기타세번
710,전기화학적 방식으로 하는 것,8456900000,1,전기화학적 방식으로 하는 것,Operated by electro-chemical processes,,,,,,,,2017-02-03,2023-12-31,기타세번
711,수치제어식,8460120000,1,수치제어식,Numerically controlled,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
712,무심연삭기(수치제어식으로 한정한다),8460220000,1,무심연삭기(수치제어식으로 한정한다),"Centreless grinding machines, numerically controlled",1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
713,그 밖의 원통연삭기(수치제어식으로 한정한다),8460230000,1,그 밖의 원통연삭기(수치제어식으로 한정한다),"Other cylindrical grinding machines, numerically controlled",1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
714,내면연삭기,8460241000,1,내면연삭기,Internal grinding machines,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
715,프로파일(profile) 연삭기,8460242000,1,프로파일(profile) 연삭기,Profile grinding machines,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
716,기타,8460249000,1,기타,Other,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
717,원통연삭기,8460291000,1,원통연삭기,Cylindrical grinders,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
718,내면연삭기,8460292000,1,내면연삭기,Internal grinders,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
719,무심연삭기,8460293000,1,무심연삭기,Centerless grinders,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
